date,text,id
2/24/2021 22:23,@PoofButtRocky They say that we could have 700 million vaccines by June if Johnson and Johnson Vaccines get approved so maybe by the end of the year idk 🤷‍♂️,79
2/24/2021 22:49,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/JWucuz9v1c,80
2/24/2021 22:06,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/jKcJ24NrAR,81
2/24/2021 22:35,@NPR 66% for Johnson and Johnson and now these two we are all going to need 4 different vaccines because these companies keep half adding things to chance that gold mine,82
2/24/2021 22:24,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/hVhsR5eq8H,83
2/24/2021 22:19,"BBC News - Johnson and Johnson vaccine: FDA finds the single-shot jab safe
https://t.co/BXFjK2Pd14",84
2/24/2021 22:33,id rather take the 2 doses than take Johnson and Johnson’s vaccine 😂😂 way less effective and it’s from Johnson and Johnson tf,85
2/24/2021 22:37,"@sfchronicle Johnson and Johnson vax is 72% effective, whereas, Pfizer and Moderna are 95% effective. So the underserved get the less effective vaccine? On the plus side, it's probably easier to distribute one dose to homeless than it would two doses.",86
2/24/2021 22:53,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/rmErgK6AmE,87
2/24/2021 22:58,"Johnson and Johnson vaccine: FDA finds the single-shot jab safe

ほえ〜 https://t.co/MIcRips5a3",88
2/24/2021 22:07,i only want a vaccine that shoots +80% from the free throw line keep that johnson and johnson shit away from me,89
2/24/2021 22:22,"🙂....
Johnson and Johnson vaccine: FDA finds the single-shot jab safe - BBC News https://t.co/e1hqrcbMFw",90
2/24/2021 23:04,"@GovKemp asking about Johnson and Johnson vaccine, makes me believe he also about cash in stock wise if they fund it too.",91
2/24/2021 22:46,"I’m getting two Johnson and Johnson vaccines so that I’m 140% immune. If they can repeat their name, I can repeat the vaccine.",92
2/24/2021 22:44,"I'm aware this wouldn't really work from a strictly legal standpoint.  However; since Johnson and Johnson poisoned babies for decades maybe they should be required to give us all the vaccines for free.

https://t.co/QyuTegGBkE",93
2/24/2021 23:00,New post: Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/tbcN1lgP4z @netsuggest_net,94
2/24/2021 23:01,Delighted to get to talk about the Johnson and Johnson vaccine today on ⁦@BBCWorld⁩. Single shot. 4 degree storage. Another great vaccine. Hopefully not long until EMA approval #vaccineswork ⁦@UCC⁩ ⁦@Pharmabiotic⁩ https://t.co/5ArHxE7cJH,95
2/24/2021 23:04,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/KP7XVg1E3W,96
2/24/2021 22:13,"@Travisdhanraj Let us imagine, say Johnson and Johnson gets approved and x number of vaccines come to Ontario, mid-April; has the Ontario government developed a plan for a contingency like that? Have they never done planning? Plan A, Plan B, modified Plan B, etc, really?",97
2/24/2021 22:25,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/4pvnDtXTT0,98
2/24/2021 23:03,@DonnellyStephen Is it true that we have ordered 3m doses of johnson and johnson no more tears instead of vaccines?,99
2/24/2021 22:08,Johnson and Johnson vaccine: FDA finds the single-shot jab safe - BBC News https://t.co/keuLNsn4Vd,100
2/24/2021 20:50,@KathyResnick Where’s my husband’s vaccine with his heart disease. And I don’t want that shitty Johnson and Johnson single shot.,101
2/24/2021 21:01,"Last hour popular Google searches:
02/24/2021, 21:01:38

Fry's Electronics

England vs India

Johnson and Johnson vaccine

Europa League

Lindsey Boylan",102
2/24/2021 21:48,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/428p01f1p0,103
2/24/2021 22:00,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/Wb1WFl9quK https://t.co/Tkr3pTTnaF,104
2/24/2021 21:54,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/3qV2KXX9la,105
2/24/2021 20:44,"#COVID19 Great news Johnson and Johnson, one dose vaccine has been approved, in the USA 2 million plus doses are expected to be made available by next week.",106
2/24/2021 20:48,"It could bump up even more if the FDA grants an emergency use authorization to Johnson and Johnson's vaccine as soon as this weekend — paving the way for the feds to ship 3-4 million doses next week #AKleg 

https://t.co/QDRQnSUnoQ https://t.co/mpDWB8kQEe",107
2/24/2021 21:45,Hearing the Johnson and Johnson vaccine is only 66% effective at preventing Covid19. https://t.co/Mf4uywnFtG,108
2/24/2021 21:36,"BBC News - Johnson and Johnson vaccine: FDA finds the single-shot jab safe
https://t.co/JvV3D3Gy1y",109
2/24/2021 22:02,"👉https://t.co/cjDdk8XpdV
#bitmex
👈
💯👉Auto Follower👈💯
💯👉#自動相互フォロー👈💯

#1000ADay
#Johnson #and #Johnson #vaccine
#TOM #MORELLO
#Stardew #Valley #board #game
#500ADay
#eth
#xrp
#FollowBack
#gme
#拡散希望RTお願いします
#followtrick https://t.co/OgfV4TStxt",110
2/24/2021 21:18,"Monologue Jokes No Late Night Host Will Ever Tell

The FDA says a single shot of the Johnson and Johnson vaccine prevents a serious COVID infection.

If you can't get the shot, you could also try social distancing and masks.",111
2/24/2021 21:54,Johnson and Johnson can’t even make baby powder.. tf i look getting a vaccine from them!!,112
2/24/2021 20:51,@DFisman @IshatReza @WinnipegNews Same for Johnson and Johnson's vaccine.,113
2/24/2021 22:04,Johnson and Johnson vaccine: FDA finds the single-shot jab safe - BBC News #BBC #topnews https://t.co/03V3KG3C35,114
2/24/2021 21:36,@matgarciaz Johnson and Johnson baby products cause cancer now they have a one shot vaccine ION KNOWW MANNN,115
2/24/2021 21:22,"COMING UP: Friday an FDA panel will meet to determine if an EUA recommendation can be made for Johnson and Johnson's single-dose vaccine. 

TONIGHT WE LEARN:
-If approved, what this will mean for Indiana
-Challenges that could be faced in the roll-out
-Supply vs. Demand https://t.co/6xiSpXT2tv",116
2/24/2021 21:44,"Just got my second shot of...maybe the Johnson and Johnson vaccine? Maybe a placebo? Either way, it better have that 5G https://t.co/rP2Yhxxc4h",117
2/24/2021 21:18,Which Johnson of Johnson and Johnson do I ask for the vaccine,118
2/24/2021 21:10,"#UnitedKingdomListing #uklive #uknews #ukreports #ukstory Johnson and Johnson vaccine: FDA finds the single-shot jab safe: US regulators say Johnson and Johnson’s single-shot vaccine is safe, and could be approved in days. https://t.co/82X3oOiY8E",119
2/24/2021 21:40,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/CHVOJF6E8K,120
2/24/2021 21:33,@JustinTrudeau and @GovCanHealth if you are so intent on getting vaccinations into Canadian arms how about reviewing the Johnson and Johnson vaccine like yesterday? https://t.co/5NdK8QXgnE,121
2/24/2021 21:19,"Now that Johnson and Johnson’s vaccine has been approved by FDA coupled with the fact that the vaccine is preserved in room temperature, underdeveloped countries can start getting the vaccines. This is a right step in eradicating Covid-19.",122
2/24/2021 21:07,"BREAKING: New FDA analyses show Johnson and Johnson’s vaccine protects against severe illness and may reduce transmission. The vaccine showed 86 percent efficacy against severe forms of COVID-19 in the US, per @nytimes. https://t.co/FEdgV8otIM",123
2/24/2021 21:09,Johnson and Johnson vaccine up to 85% effective against severe illness. Basically when you won’t die,124
2/24/2021 20:52,@CHHSAgency @CAgovernor This comes as the FDA has approved the Johnson and Johnson vaccine. We still have a lot of work to do,125
2/24/2021 21:59,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/hVp8MMReaG,126
2/24/2021 21:46,"&lt;Current Weather&gt;
Dallas
Temperature: 70.39°F/ Status: clouds
👉https://t.co/tuqFcbs25D  #amazon👈
💯👉Auto Follower👈💯
💯👉#自動相互フォロー👈💯

#followergenerator
#Johnson #and #Johnson #vaccine
#TOM #MORELLO
#Lakers
#500ADay
#eth
#xrp
#Follo https://t.co/12LFzjVViX",127
2/24/2021 22:03,"Last hour popular Google searches:
02/24/2021, 22:03:52

Fry's Electronics

England vs India

Johnson and Johnson vaccine

Real Madrid

Lindsey Boylan",128
2/24/2021 21:06,@AP A 66% effective vaccine from Johnson and Johnson? Is this going to give women ovarian cancer too?,129
2/24/2021 21:04,"FDA says covid19 vaccines are safe including the recent one #johnson and johnson. Well... I am not quite a believer of vaccines or the FDA. We should look for the safety issue with ourselves.
#johnsonandjohnson 
#vaccine 
#COVID19 
#COVID19Vaccine 
#johnsonandjohnson
#FDA",130
2/24/2021 21:01,A vaccine from Johnson and Johnson 🤨,131
2/24/2021 22:02,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/BJNOPgcK3h,132
2/24/2021 21:02,Is it true that Johnson and Johnson's vaccine is powdered on your butt?,133
2/24/2021 21:23,"USA - J &amp; J VACCINE - SINGLE DOSE
SAFE - 66% EFFICACY OVERALL. 85% against serious disease.(FDA)
@BBCNews
Another useful vaccine - kept in normal fridge! 

BBC News - Johnson and Johnson vaccine: FDA finds the single-shot jab safe
https://t.co/zCLUOzURNi",134
2/24/2021 21:17,@WSJ How Johnson and Johnson making vaccines when it came put their products were causing cancer with  children,135
2/24/2021 21:54,"BBC (World): "" US regulators say Johnson and Johnson's single-shot vaccine is safe, and could be approved in days. "" ⬇️ or https://t.co/3ls8OqEIWa https://t.co/W1rEkzesVM https://t.co/qUOIuR2VG1",136
2/24/2021 21:40,"Johnson and Johnson vaccine has a 72% overall efficacy rate in the US and 64% in South Africa
https://t.co/DmMeOgYLJd",137
2/24/2021 21:53,Johnson and Johnson vaccine: FDA finds the single-shot jab safe - BBC News https://t.co/n0diFfs1sz,138
2/24/2021 20:45,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/skfxw5Sy9N,139
2/24/2021 20:42,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/PWrptxTsgK,140
2/24/2021 21:29,@DrKellyVictory What do you think of the Johnson and Johnson vaccine that looks to be on its way?,141
2/24/2021 21:03,I want to take the Johnson and Johnson vaccine.,142
2/24/2021 20:49,"@BinkleyOnStyle @wwd Johnson and Johnson plans ""Real Vaccines"" for CVS Drugstores.",143
2/24/2021 21:00,"What People Are Talking About Now ?

Fry's Electronics
England vs India
Johnson and Johnson vaccine
Europa League
Lindsey Boylan
Julius Randle

#trends  =  https://t.co/Thdc19FZFg",144
2/24/2021 20:56,Johnson and Johnson vaccine: FDA finds the single-shot jab safe. https://t.co/4u1QqZsdJa,145
2/24/2021 21:50,@MarkLevineNYC Yes. Vaccinate the home bound with Pfizer/Moderna not Johnson and Johnson. J&amp;J is not effective for seniors. Also we should use the most effective vaccines. There is no need to administer less effective vaccines when by July we will have enough of Pfizer/Moderna.@POTUS @JoeBiden,146
2/24/2021 20:53,"Yes, exactly.

Also, I don't trust Johnson and Johnson because of maybe millions who got cancer, from their baby powder.  
  They tried to keep the ingredients secret, even lied about it.  Lost a huge lawsuit. 

I'm sorry, but I will *never* take their vaccine. https://t.co/q8vqCLMkVG",147
2/24/2021 21:20,Why are Johnson and Johnson able to administer vaccines? When they’ve been proven time and time again to have products that cause cancer? https://t.co/1CzFjFOMxC,148
2/24/2021 21:30,JOHNSON AND JOHNSON MADE A SINGLE SHOT VACCINE!?,149
2/24/2021 21:52,"US to allocate 3 to 4 mLn of doses of Johnson And Johnson vaccine next week 
https://t.co/9X9WoGD6VQ
#KUNA",150
2/24/2021 20:24,Great news about the Johnson and Johnson vaccine being approved soon.  One dose. Regular refrigeration. Let’s get as many Americans as possible vaccinated as soon as possible.,151
2/24/2021 19:49,"@WeLiveInACrazy1 @5Agenda21 Then get the Astra zenica one. It is not an mRNA vaccine. Neither is Johnson and Johnson one. Having a lovely time thanks, hope you're well.",152
2/24/2021 19:54,"#breaking Johnson and Johnson vaccine FDA Analysis Of Johnson &amp; Johnson COVID-19 Vaccine Finds It ...,Johnson &amp; Johnson vaccine deemed safe and effective in ... The Food and Drug Administration released an analysis of Johnson &amp; Johnson&amp;#39;s COVID-19 vaccine Wednesday morning tha",153
2/24/2021 20:03,"Last hour popular Google searches:
02/24/2021, 20:03:40

Fry's Electronics

Johnson and Johnson vaccine

England vs India

Julius Randle

TOM MORELLO",154
2/24/2021 20:38,I’m reading that I want that Johnson and Johnson vaccine 😂,155
2/24/2021 20:03,100K+ #Google searches 4 Johnson and Johnson vaccine 1h old https://t.co/pNObeH2SGu https://t.co/tv3jMckX03 https://t.co/eSgD9tAlAS,156
2/24/2021 20:07,"Latest Trending : ""Johnson and Johnson vaccine"". Click here to see this on Amazon! --&gt; https://t.co/2BQ3F6bMvj",157
2/24/2021 20:07,@LilMexicoo10 I got NCLH AND CLL supposedly if they approve this Johnson and Johnson vaccine those stocks might go up.,158
2/24/2021 19:27,"The Johnson and Johnson vaccine is very effective and requires just a single dose. 

Which presumably makes it just - the Johnson vaccine.

(And good to see at least one Johnson being effective at Covid control) https://t.co/GvxWORP2fw",159
2/24/2021 19:31,"Johnson and Johnson vaccine: FDA finds the single-shot jab safe

#COVID19 

https://t.co/lBSELkn269",160
2/24/2021 20:15,"Johnson and Johnson has vaccine getting ready to roll out and it's being called a ""game changer"". 

Their stock is moving up but not too much. 🤔",161
2/24/2021 19:59,johnson and johnson stock about to do numbers now that their vaccine is FDA certified,162
2/24/2021 19:58,@drsimonegold Any comments on the relative safety to be expected from the Johnson and Johnson Vaccine vs the mRNA vaccines?  Is this vaccine using more traditional methods?,163
2/24/2021 19:45,@DenverChannel I would rather have mederna or Pfizer than the Johnson and Johnson vaccines. J &amp; J needs more testing,164
2/24/2021 19:26,@eeeeikuob4j that’s why the johnson and johnson vaccine is concerning me bc it’s only one dose but 66% effective which is garbage,165
2/24/2021 19:35,johnson and johnson shoulda neva got approved for a vaccine,166
2/24/2021 19:44,"@NorthmanTrader News from Johnson and Johnson of a one-shot vaccine, ever-increasing stimulus, and an opening up of the economy is shaping the way forward.",167
2/24/2021 20:41,"White House to roll out Johnson and Johnson vaccine next week, pending authorization https://t.co/olYdaYJEfW",168
2/24/2021 20:00,My sister was part of the study for the Johnson and Johnson vaccine 🙌🏼🙌🏼 https://t.co/IQvbKe1w2a,169
2/24/2021 20:04,I need a plug for that Johnson and Johnson vaccine asap....,170
2/24/2021 20:11,"The Johnson and Johnson #COVID19 vaccine.
Should be tagged - No more tiers!!! 😂",171
2/24/2021 20:27,Hoping that by the time I’m eligible and ready for the vaccine the Johnson and Johnson formula will be available.,172
2/24/2021 20:26,@dockboggs4lyfe @joe_nca @rnwaymack @DrewLinzer @JoyAnnReid @Civiqs The new Johnson and Johnson vaccine is only 4% less effective against the South African variant. Nobody knows yet on moderna and Pfizer. It’s in the NYTimes today.,173
2/24/2021 20:16,"I would take the johnson and johnson vaccine,. whats the worst that could happen,, I die ? So what?? it would be a gift,  a pleasure",174
2/24/2021 19:39,"Dr. Mandy Cohen says North Carolina expects to get 50,000-60,000 doses of the Johnson and Johnson vaccine once approved.",175
2/24/2021 19:44,why the fuck is Johnson and Johnson making a vaccine lmaoooo holy shit,176
2/24/2021 20:17,"Arroyo: asked about the Johnson and Johnson. Rubin: that's expected to be approved by the end of the week, but there's not currently a large supply. Hope is to get a million doses of J&amp;J by June, but there isn't much now. Still, any increased vaccine supply helps.",177
2/24/2021 20:20,Johnson and Johnson creates a vaccine that is 66% (👀) effective against a virus with a survival rate of 99.8%... more laughable is people actually trusting a company that has a long history of legal issues pertaining to people’s health after using their products. 🤨,178
2/24/2021 19:54,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/z9pGVBr5yi,179
2/24/2021 19:33,@EatMeDr1nkMe @JimTheBastard @sassycassyL @silvermole @OldMackIsBack I'm on a vaccine trial and although I had side effects I don't actually know if it was placebo or not. As soon as I get an appointment they will reveal and then I can go ahead and get the NHS vaccine or stick with second dose of the (Johnson and Johnson) one.,180
2/24/2021 19:33,"@inthebubblepod @ASlavitt @Bob_Wachter Quick question @ASlavitt. With the Johnson and Johnson vaccine about to come onto the market, if people get the J&amp;J vaccine can they still get #Moderna #PfizerVaccine at a later date when they become available?

Or are they stuck with the less effective vaccine?",181
2/24/2021 20:28,Johnson and Johnson set to release date for vaccine authorization https://t.co/Ki94XRUO5S,182
2/24/2021 20:21,"#vaccination #singleshot
BBC News - Johnson and Johnson vaccine: FDA finds the single-shot jab safe
https://t.co/rviuioK2YC",183
2/24/2021 20:30,Johnson and Johnson vaccine: FDA finds the single-shot jab safe https://t.co/baSBrCV2fg,184
2/24/2021 19:23,the new johnson and johnson vaccine is a game changer.,185
